CustomerID,TotalAmountSpent,PurchaseFrequency,AOV,PreferredProduct,cluster_label
13901,2816.35,5,563.27,GREEN REGENCY TEACUP AND SAUCER,0
13904,332.64,2,166.32,PACK OF 72 RETROSPOT CAKE CASES,0
13908,2316.75,4,579.1875,ASSORTED COLOUR BIRD ORNAMENT,0
13911,2482.71,9,275.8566666666667,GROW A FLYTRAP OR SUNFLOWER IN TIN,0
13914,626.45,2,313.225,3 PIECE SPACEBOY COOKIE CUTTER SET,0
13917,272.04,2,136.02,BIRD HOUSE HOT WATER BOTTLE,0
13918,991.84,2,495.92,6 RIBBONS EMPIRE  ,0
13919,384.81,2,192.405,JAM MAKING SET PRINTED,0
13922,172.25,1,172.25,CABIN BAG VINTAGE RETROSPOT,0
13923,351.13,1,351.13,BOX OF 6 CHRISTMAS CAKE DECORATIONS,0
13924,1845.71,6,307.61833333333334,HOME SWEET HOME BLACKBOARD,0
13925,678.25,4,169.5625,3 TIER CAKE TIN GREEN AND CREAM,0
13926,201.9,1,201.9,FLOOR CUSHION ELEPHANT CARNIVAL,0
13927,348.99,1,348.99,12 PENCILS SMALL TUBE RED RETROSPOT,0
13928,464.57,4,116.1425,PARISIENNE JEWELLERY DRAWER ,0
13929,842.65,2,421.325,CLASSIC METAL BIRDCAGE PLANT HOLDER,0
13930,337.34,2,168.67,3 PIECE SPACEBOY COOKIE CUTTER SET,0
13931,1237.53,2,618.765,JUMBO BAG RED RETROSPOT,0
13932,307.4,1,307.4,ALARM CLOCK BAKELIKE CHOCOLATE,0
13933,608.7900000000001,2,304.39500000000004,ASSORTED COLOUR MINI CASES,0
13934,922.1,1,922.1,6 RIBBONS RUSTIC CHARM,2
13936,376.58,1,376.58,6 RIBBONS RUSTIC CHARM,0
13937,158.85,1,158.85,BATHROOM METAL SIGN,0
13938,71.66,1,71.66,CLOTHES PEGS RETROSPOT PACK 24 ,0
13939,568.55,3,189.51666666666665,HEART OF WICKER LARGE,0
13940,839.14,4,209.785,DOORMAT UNION FLAG,0
13941,4729.28,5,945.856,CHILLI LIGHTS,2
13946,540.4499999999999,3,180.14999999999998,BLUE PAPER PARASOL ,0
13947,90.6,1,90.6,DECORATIVE WICKER HEART LARGE,0
13948,102.0,1,102.0,CAKE PLATE LOVEBIRD WHITE,0
13949,2450.2400000000002,6,408.3733333333334,ASSORTED COLOUR BIRD ORNAMENT,0
13950,745.06,4,186.265,RABBIT NIGHT LIGHT,0
13951,670.65,3,223.54999999999998,REGENCY CAKESTAND 3 TIER,0
13952,3251.26,2,1625.63,60 TEATIME FAIRY CAKE CASES,2
13953,1140.68,7,162.95428571428573,SOMBRERO ,0
13954,439.92,2,219.96,BREAD BIN DINER STYLE IVORY,0
13955,322.96,2,161.48,72 SWEETHEART FAIRY CAKE CASES,0
13956,1014.47,5,202.894,IVORY HANGING DECORATION  HEART,0
13959,598.2,3,199.4,FOUR HOOK  WHITE LOVEBIRDS,0
13960,230.22,2,115.11,HEART OF WICKER LARGE,0
13962,165.6,2,82.8,ASSORTED COLOUR BIRD ORNAMENT,0
13963,664.54,4,166.135,6 RIBBONS SHIMMERING PINKS ,0
13967,80.7,1,80.7,EDWARDIAN PARASOL NATURAL,0
13969,8836.03,18,490.8905555555556,LUNCH BAG APPLE DESIGN,0
13971,2758.26,8,344.7825,SET/5 RED RETROSPOT LID GLASS BOWLS,0
13972,190.25,2,95.125,3 HEARTS HANGING DECORATION RUSTIC,0
13973,264.7,1,264.7,BLUE POT PLANT CANDLE ,0
13974,413.59000000000003,1,413.59000000000003, 50'S CHRISTMAS GIFT BAG LARGE,0
13975,2526.88,6,421.1466666666667,JUMBO SHOPPER VINTAGE RED PAISLEY,0
13976,357.98,1,357.98,CLASSIC CAFE SUGAR DISPENSER,0
13978,200.15,2,100.075,ASSORTED TUTTI FRUTTI NOTEBOOK,0
13979,871.5500000000001,1,871.5500000000001, RED SPOT GIFT BAG LARGE,2
13980,200.14,1,200.14,3 HEARTS HANGING DECORATION RUSTIC,0
13982,1871.81,4,467.9525,RECIPE BOX RETROSPOT ,0
13983,1841.43,12,153.45250000000001,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,0
13984,594.03,5,118.806,WHITE TALL PORCELAIN T-LIGHT HOLDER,0
13985,7060.13,15,470.67533333333336,RECYCLING BAG RETROSPOT ,0
13986,281.82,1,281.82,HYACINTH BULB T-LIGHT CANDLES,0
13988,4105.06,6,684.1766666666667,ASSORTED COLOUR BIRD ORNAMENT,0
13989,1184.92,2,592.46,BLACK HEART CARD HOLDER,0
13990,311.3,1,311.3,APRON MODERN VINTAGE COTTON,0
13991,855.97,6,142.66166666666666,CHRISTMAS HANGING STAR WITH BELL,0
13992,76.8,1,76.8,36 PENCILS TUBE RED RETROSPOT,0
13993,3398.56,9,377.61777777777775,DOORMAT AIRMAIL ,0
13994,2313.14,6,385.5233333333333,SMALL GLASS HEART TRINKET POT,0
13995,1393.69,5,278.738,LUNCH BAG  BLACK SKULL.,0
13999,3901.81,12,325.1508333333333,COLOUR GLASS T-LIGHT HOLDER HANGING,0
14000,594.3,1,594.3,ASSORTED COLOUR T-LIGHT HOLDER,0
14001,2043.0800000000002,3,681.0266666666668,GREY HEART HOT WATER BOTTLE,0
14002,548.01,2,274.005,12 PENCILS TALL TUBE POSY,0
14004,4582.64,7,654.6628571428572,BLUE HARMONICA IN BOX ,0
14005,2773.92,5,554.784,REGENCY CAKESTAND 3 TIER,0
14006,962.19,3,320.73,LUNCH BAG ALPHABET DESIGN,0
14009,695.61,2,347.805,3 TRADITIONAl BISCUIT CUTTERS  SET,0
14012,328.8,1,328.8,ANTIQUE GLASS DRESSING TABLE POT,0
14013,476.38,3,158.79333333333332,JAM MAKING SET PRINTED,0
14014,508.54,1,508.54,3 RAFFIA RIBBONS 50'S CHRISTMAS ,0
14015,917.34,1,917.34,ABC TREASURE BOOK BOX ,2
14016,4262.21,4,1065.5525,10 COLOUR SPACEBOY PEN,2
14019,1405.77,3,468.59,DRAWER KNOB CERAMIC BLACK,0
14020,642.8,2,321.4,ENGLISH ROSE HOT WATER BOTTLE,0
14021,631.9,3,210.63333333333333,CLASSIC GLASS COOKIE JAR,0
14022,440.0,1,440.0,BAG 125g SWIRLY MARBLES,0
14023,584.07,2,292.035,RETROSPOT TEA SET CERAMIC 11 PC ,0
14024,327.7,2,163.85,FLOWER VINE RAFFIA FOOD COVER,0
14027,104.82,1,104.82,OPEN CLOSED METAL SIGN,0
14029,467.66,2,233.83,ABC TREASURE BOOK BOX ,0
14030,1957.14,8,244.6425,TEA TIME KITCHEN APRON,0
14031,15113.78,19,795.4621052631579,REGENCY CAKESTAND 3 TIER,2
14032,2975.59,11,270.5081818181818,FULL ENGLISH BREAKFAST PLATE,0
14034,636.02,3,212.00666666666666,NATURAL HANGING QUILTED HEARTS ,0
14035,1428.02,5,285.604,ASSORTED COLOUR BIRD ORNAMENT,0
14036,626.65,1,626.65,APRON APPLE DELIGHT,0
14037,147.20000000000002,2,73.60000000000001,FELTCRAFT DOLL ROSIE,0
14038,1560.38,3,520.1266666666667,JUMBO BAG ALPHABET,0
14039,152.2,1,152.2,LUNCH BAG ALPHABET DESIGN,0
14040,3614.92,12,301.24333333333334,DOORMAT RED RETROSPOT,0
14041,141.41,1,141.41,12 MESSAGE CARDS WITH ENVELOPES,0
14044,620.87,4,155.2175,LUNCH BAG  BLACK SKULL.,0
14045,1510.8,4,377.7,CERAMIC CAKE STAND + HANGING CAKES,0
14046,154.99,1,154.99,ASSORTED LAQUERED INCENSE HOLDERS,0
14047,1308.6100000000001,5,261.72200000000004,GUMBALL COAT RACK,0
14048,409.93,1,409.93,HANGING METAL HEART LANTERN,0
14049,5616.7699999999995,4,1404.1924999999999,LUNCH BAG CARS BLUE,2
14050,746.36,2,373.18,12 COLOURED PARTY BALLOONS,0
14051,15610.390000000001,23,678.7126086956522,EDWARDIAN PARASOL BLACK,0
14052,225.36,1,225.36,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
14053,260.25,2,130.125,COLOURING PENCILS BROWN TUBE,0
14054,92.46,1,92.46,FOLDING BUTTERFLY MIRROR IVORY ,0
14055,725.6400000000001,1,725.6400000000001,ASSORTED COLOUR BIRD ORNAMENT,0
14056,8214.65,23,357.1586956521739,SET/5 RED RETROSPOT LID GLASS BOWLS,0
14057,6010.32,17,353.5482352941176,LUNCH BOX I LOVE LONDON,0
14059,183.6,1,183.6,DOLLCRAFT BOY JEAN-PAUL ,0
14060,6023.62,19,317.03263157894736,GUMBALL COAT RACK,0
14062,10162.65,12,846.8874999999999,AREA PATROLLED METAL SIGN,2
14064,1078.7,5,215.74,HEART IVORY TRELLIS LARGE,0
14066,152.55,1,152.55,CERAMIC BIRDHOUSE CRESTED TIT SMALL,0
14067,373.75,2,186.875,PACK OF 12 PAISLEY PARK TISSUES ,0
14068,265.85,1,265.85,GREY HEART HOT WATER BOTTLE,0
14071,1442.6,8,180.325,DOORMAT KEEP CALM AND COME IN,0
14073,151.04,1,151.04,ANTIQUE SILVER T-LIGHT GLASS,0
14075,942.26,3,314.08666666666664,12 MESSAGE CARDS WITH ENVELOPES,0
14076,122.47,1,122.47,ASSORTED COLOUR METAL CAT ,0
14077,499.41999999999996,5,99.88399999999999,DOLLY GIRL LUNCH BOX,0
14078,1049.37,6,174.89499999999998,RED RETROSPOT MINI CASES,0
14079,375.1,1,375.1,12 PENCILS TALL TUBE RED RETROSPOT,0
14080,45.599999999999994,1,45.599999999999994,BASKET OF FLOWERS SEWING KIT,0
14081,934.52,2,467.26,ENVELOPE 50 CURIOUS IMAGES,0
14082,182.25,1,182.25,DOLLY GIRL LUNCH BOX,0
14083,1024.71,9,113.85666666666667,RED RETROSPOT UMBRELLA,0
14085,4448.54,18,247.14111111111112,ASSORTED COLOUR BIRD ORNAMENT,0
14087,198.93,1,198.93,WOOD STAMP SET BEST WISHES,0
14088,49921.36,13,3840.1046153846155,ANTIQUE GLASS DRESSING TABLE POT,2
14089,161.0,1,161.0,GYMKHANA TREASURE BOOK BOX,0
14090,76.32000000000001,1,76.32000000000001,ANTIQUE SILVER TEA GLASS ETCHED,0
14092,4076.91,14,291.2078571428571,SOLDIERS EGG CUP ,0
14093,442.85,1,442.85,HEART CALCULATOR,0
14096,53164.96,17,3127.3505882352943,SET OF 3 WOODEN HEART DECORATIONS,2
14098,147.35,1,147.35,6 GIFT TAGS 50'S CHRISTMAS ,0
14099,3109.57,11,282.6881818181818,AREA PATROLLED METAL SIGN,0
14100,194.9,1,194.9,CANDLEHOLDER PINK HANGING HEART,0
14101,4202.19,6,700.3649999999999,LUNCH BOX I LOVE LONDON,0
14102,1360.28,5,272.056,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,0
14104,147.35,2,73.675, SPACEBOY BABY GIFT SET,0
14105,1266.23,1,1266.23,36 DOILIES DOLLY GIRL,2
14107,2703.23,7,386.17571428571426,PACK OF 12 SKULL TISSUES,0
14108,597.91,2,298.955,SET OF 5 LUCKY CAT MAGNETS ,0
14109,144.2,1,144.2,36 PENCILS TUBE RED RETROSPOT,0
14110,5683.15,12,473.5958333333333,BLACK RECORD COVER FRAME,0
14111,668.65,4,167.1625,AGED GLASS SILVER T-LIGHT HOLDER,0
14112,2915.15,7,416.45,CHARLOTTE BAG SUKI DESIGN,0
14113,1840.42,4,460.105,SCOTTIE DOG HOT WATER BOTTLE,0
14114,386.53,2,193.265, SPACEBOY BABY GIFT SET,0
14116,1382.74,5,276.548,GUMBALL COAT RACK,0
14117,90.0,1,90.0,ANTIQUE SILVER T-LIGHT GLASS,0
14121,2768.67,4,692.1675,36 PENCILS TUBE SKULLS,0
14124,183.07999999999998,1,183.07999999999998,PACK OF 12 HEARTS DESIGN TISSUES ,0
14125,2733.43,3,911.1433333333333,ALARM CLOCK BAKELIKE IVORY,2
14126,506.85,3,168.95000000000002,STRAWBERRY BATH SPONGE ,0
14127,709.71,3,236.57000000000002,DOORMAT 3 SMILEY CATS,0
14128,637.5,2,318.75,DOORSTOP RETROSPOT HEART,0
14129,1123.8600000000001,5,224.77200000000002,PACK OF 6 BIRDY GIFT TAGS,0
14130,483.86,1,483.86,RECIPE BOX RETROSPOT ,0
14132,3593.75,11,326.70454545454544,COLOURING PENCILS BROWN TUBE,0
14133,587.6899999999999,3,195.89666666666665,PLASTERS IN TIN SPACEBOY,0
14135,4485.91,15,299.06066666666663,CHOCOLATE HOT WATER BOTTLE,0
14138,982.3800000000001,2,491.19000000000005,HAND WARMER BIRD DESIGN,0
14139,415.82,1,415.82,3D VINTAGE CHRISTMAS STICKERS ,0
14140,935.05,2,467.525,3 STRIPEY MICE FELTCRAFT,0
14141,915.13,4,228.7825,CHOCOLATE HOT WATER BOTTLE,0
14142,311.81,1,311.81,BROCADE RING PURSE ,0
14143,115.8,1,115.8,BINGO SET,0
14145,3544.2,4,886.05,EDWARDIAN PARASOL BLACK,2
14146,4191.0,5,838.2,HOMEMADE JAM SCENTED CANDLES,2
14147,483.4,2,241.7,VINTAGE UNION JACK BUNTING,0
14148,157.2,1,157.2,BAKING SET 9 PIECE RETROSPOT ,0
14149,446.62,1,446.62,ASSORTED COLOUR BIRD ORNAMENT,0
14150,658.64,2,329.32,ASSORTED COLOUR BIRD ORNAMENT,0
14152,623.9300000000001,2,311.96500000000003,CHARLOTTE BAG DOLLY GIRL DESIGN,0
14154,1168.62,2,584.31, SPACEBOY BABY GIFT SET,0
14155,118.75,1,118.75,EDWARDIAN PARASOL BLACK,0
14156,93516.69,55,1700.3034545454545,CARRIAGE,2
14157,432.88,2,216.44,CARD PARTY GAMES ,0
14158,507.66,1,507.66, 50'S CHRISTMAS GIFT BAG LARGE,0
14159,4699.31,11,427.21000000000004,CHARLOTTE BAG PINK POLKADOT,0
14161,1110.52,3,370.17333333333335,HEART IVORY TRELLIS SMALL,0
14162,289.36,2,144.68,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
14163,2386.11,4,596.5275,DOUGHNUT LIP GLOSS ,0
14164,1452.77,2,726.385,JUMBO BAG VINTAGE CHRISTMAS ,0
14165,122.53999999999999,1,122.53999999999999,BAKING MOULD HEART MILK CHOCOLATE,0
14167,574.84,4,143.71,ROSE SCENT CANDLE JEWELLED DRAWER,0
14171,363.79,1,363.79,WOOD STAMP SET BEST WISHES,0
14173,450.84,4,112.71,SET 6 PAPER TABLE LANTERN STARS ,0
14174,134.46,1,134.46,3 RAFFIA RIBBONS 50'S CHRISTMAS ,0
14175,3222.3,3,1074.1000000000001,GIN + TONIC DIET METAL SIGN,2
14176,576.9000000000001,4,144.22500000000002,CANDLEHOLDER PINK HANGING HEART,0
14177,559.41,4,139.8525,ANTIQUE ALL GLASS CANDLESTICK,0
14178,1626.74,7,232.39142857142858,DOLLY GIRL LUNCH BOX,0
14179,719.78,2,359.89,TREASURE ISLAND BOOK BOX,0
14180,4579.57,25,183.1828,RED RETROSPOT TEA CUP AND SAUCER ,0
14184,452.89,1,452.89,APOTHECARY MEASURING JAR,0
14185,50.65,1,50.65,MIRRORED WALL ART PHOTO FRAMES,0
14188,2054.36,6,342.3933333333334,JUMBO BAG RED RETROSPOT,0
14189,4662.04,15,310.80266666666665,ALARM CLOCK BAKELIKE IVORY,0
14191,4685.96,13,360.45846153846156,JUMBO BAG ALPHABET,0
14193,853.39,2,426.695,FELTCRAFT 6 FLOWER FRIENDS,0
14194,11338.05,21,539.9071428571428,WOODEN OWLS LIGHT GARLAND ,0
14195,560.2,2,280.1,IVORY KITCHEN SCALES,0
14196,335.52,1,335.52,CANDLEHOLDER PINK HANGING HEART,0
14198,699.45,4,174.8625,3 DRAWER ANTIQUE WHITE WOOD CABINET,0
14199,185.39999999999998,1,185.39999999999998,PACK OF 20 NAPKINS PANTRY DESIGN,0
14201,747.44,7,106.77714285714286,ASSORTED COLOUR BIRD ORNAMENT,0
14204,161.03,1,161.03,SET OF 4 JAM JAR MAGNETS,0
14205,466.7,2,233.35,DOORMAT SPOTTY HOME SWEET HOME,0
14206,328.15999999999997,1,328.15999999999997,ALPHABET STENCIL CRAFT,0
14208,151.74,1,151.74,3 DRAWER ANTIQUE WHITE WOOD CABINET,0
14209,2069.53,6,344.9216666666667,RED HANGING HEART T-LIGHT HOLDER,0
14210,1905.8400000000001,6,317.64000000000004,PARTY BUNTING,0
14211,2241.1,9,249.0111111111111,JUMBO BAG PINK POLKADOT,0
14212,869.6,1,869.6,60 TEATIME FAIRY CAKE CASES,2
14214,1004.38,5,200.876,HANGING JAM JAR T-LIGHT HOLDER,0
14215,1789.72,6,298.2866666666667,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,0
14216,1832.3,4,458.075,3 DRAWER ANTIQUE WHITE WOOD CABINET,0
14217,2004.03,17,117.88411764705882,ENAMEL FLOWER JUG CREAM,0
14218,169.48000000000002,1,169.48000000000002,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,0
14219,89.94,1,89.94,CARDHOLDER HOLLY WREATH METAL,0
14220,632.4,2,316.2,BATH BUILDING BLOCK WORD,0
14221,3423.9,9,380.43333333333334,CARD BILLBOARD FONT,0
14222,683.17,1,683.17,12 PENCILS TALL TUBE RED RETROSPOT,0
14223,991.13,3,330.37666666666667,REGENCY CAKESTAND 3 TIER,0
14224,1043.17,4,260.7925,REGENCY TEA SPOON,0
14226,2116.59,5,423.31800000000004,JAM MAKING SET PRINTED,0
14227,3350.96,10,335.096,JUMBO BAG APPLES,0
14229,1547.2,3,515.7333333333333,ASSORTED COLOUR BIRD ORNAMENT,0
14231,881.8100000000001,3,293.93666666666667,ENAMEL MEASURING JUG CREAM,0
14232,2048.07,5,409.61400000000003,"ASSORTED FLOWER COLOUR ""LEIS""",0
14233,1375.72,4,343.93,ASSORTED COLOUR BIRD ORNAMENT,0
14234,792.98,4,198.245,SET OF 3 WOODEN TREE DECORATIONS,0
14235,3144.86,5,628.972,RED RETROSPOT BUTTER DISH,0
14236,490.86,2,245.43,60 CAKE CASES VINTAGE CHRISTMAS,0
14237,161.0,1,161.0,CAKE PLATE LOVEBIRD WHITE,0
14238,146.85,1,146.85,ANTIQUE SILVER TEA GLASS ENGRAVED,0
14239,2380.85,11,216.4409090909091,WHITE HANGING HEART T-LIGHT HOLDER,0
14240,890.34,2,445.17,RED RETROSPOT SMALL MILK JUG,0
14241,213.70000000000002,1,213.70000000000002,72 SWEETHEART FAIRY CAKE CASES,0
14242,280.55,2,140.275,FINE WICKER HEART ,0
14243,2588.77,10,258.877,WOODEN FRAME ANTIQUE WHITE ,0
14245,1693.45,2,846.725,SET OF 6 SPICE TINS PANTRY DESIGN,2
14246,1474.06,3,491.3533333333333,ICE CREAM PEN LIP GLOSS ,0
14247,136.76999999999998,1,136.76999999999998,HEART IVORY TRELLIS LARGE,0
14248,302.58,1,302.58,BOX OF VINTAGE ALPHABET BLOCKS,0
14250,1904.05,3,634.6833333333333,HAND WARMER OWL DESIGN,0
14251,2879.7000000000003,5,575.94,VINTAGE SNAP CARDS,0
14256,969.0600000000001,2,484.53000000000003,ROUND SNACK BOXES SET OF4 WOODLAND ,0
14257,2936.17,5,587.234,HEART OF WICKER SMALL,0
14258,11706.22,9,1300.691111111111,WOODEN FRAME ANTIQUE WHITE ,2
14259,120.0,1,120.0,6 RIBBONS RUSTIC CHARM,0
14261,1163.45,2,581.725, 50'S CHRISTMAS GIFT BAG LARGE,0
14262,2618.23,8,327.27875,VINTAGE SNAP CARDS,0
14264,333.97,2,166.985,DOORMAT HEARTS,0
14265,530.18,2,265.09, SPACEBOY BABY GIFT SET,0
14267,1516.24,3,505.41333333333336,36 FOIL HEART CAKE CASES,0
14270,492.65000000000003,1,492.65000000000003,60 TEATIME FAIRY CAKE CASES,0
14271,112.32,1,112.32,CREAM WALL PLANTER HEART SHAPED,0
14272,448.64,2,224.32,15CM CHRISTMAS GLASS BALL 20 LIGHTS,0
14273,559.97,4,139.9925,JUMBO BAG RED RETROSPOT,0
14276,1119.74,3,373.24666666666667,HANGING HEART JAR T-LIGHT HOLDER,0
14277,4159.1,3,1386.3666666666668,BEWARE OF THE CAT METAL SIGN ,2
14280,134.04,1,134.04,CLOTHES PEGS RETROSPOT PACK 24 ,0
14282,3762.18,15,250.81199999999998,JUMBO STORAGE BAG SUKI,0
14284,595.25,2,297.625,3 HEARTS HANGING DECORATION RUSTIC,0
14285,1910.01,4,477.5025,GREY HEART HOT WATER BOTTLE,0
14286,4628.75,3,1542.9166666666667,PACK OF 12 COLOURED PENCILS,2
14287,178.35,3,59.449999999999996,"ASSORTED FLOWER COLOUR ""LEIS""",0
14288,426.6,1,426.6,ABC TREASURE BOOK BOX ,0
14289,911.26,6,151.87666666666667,DOORMAT HEARTS,0
14290,2292.7000000000003,5,458.5400000000001,ALARM CLOCK BAKELIKE GREEN,0
14291,3883.25,11,353.02272727272725,LUNCH BAG DOLLY GIRL DESIGN,0
14292,4871.93,9,541.3255555555556,REGENCY CAKESTAND 3 TIER,0
14293,1046.8,4,261.7,CARD BIRTHDAY COWBOY,0
14295,166.20000000000002,1,166.20000000000002,HAND WARMER BIRD DESIGN,0
14297,1305.33,4,326.3325,ASSORTED COLOUR BIRD ORNAMENT,0
14298,49341.83,44,1121.4052272727274,FENG SHUI PILLAR CANDLE,2
14299,3897.94,9,433.1044444444444,POPCORN HOLDER,0
14300,43.2,1,43.2,RIBBON REEL FLORA + FAUNA ,0
14301,611.34,1,611.34,4 TRADITIONAL SPINNING TOPS,0
14304,383.45,1,383.45,BAKING SET 9 PIECE RETROSPOT ,0
14305,1858.96,3,619.6533333333333,ANTIQUE GLASS DRESSING TABLE POT,0
14306,1985.64,2,992.82,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2
14307,2995.72,6,499.28666666666663,ASSORTED COLOUR BIRD ORNAMENT,0
14309,2298.05,9,255.3388888888889,GREEN REGENCY TEACUP AND SAUCER,0
14311,310.26,1,310.26,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
14312,1604.6399999999999,6,267.44,HEART OF WICKER SMALL,0
14314,130.4,1,130.4,CARTOON  PENCIL SHARPENERS,0
14315,2465.28,6,410.88000000000005,DOORMAT HEARTS,0
14317,508.58000000000004,1,508.58000000000004,12 MESSAGE CARDS WITH ENVELOPES,0
14320,477.79,2,238.895,GIN & TONIC DIET GREETING CARD ,0
14321,1549.11,5,309.822,COLOURING PENCILS BROWN TUBE,0
14323,605.0600000000001,2,302.53000000000003,PINK REGENCY TEACUP AND SAUCER,0
14326,183.85,1,183.85,ANTIQUE SILVER T-LIGHT GLASS,0
14327,311.65,1,311.65,BOHEMIAN COLLAGE STATIONERY SET,0
14329,4967.56,7,709.6514285714286,DOORMAT FANCY FONT HOME SWEET HOME,0
14331,462.65999999999997,2,231.32999999999998,IVORY KITCHEN SCALES,0
14332,866.31,3,288.77,GRAND CHOCOLATECANDLE,0
14333,415.2,1,415.2,BEADED CHANDELIER T-LIGHT HOLDER,0
14334,2552.21,8,319.02625,NATURAL SLATE HEART CHALKBOARD ,0
14335,468.26,2,234.13,AIRLINE BAG VINTAGE JET SET BROWN,0
14336,1621.63,4,405.4075,PINK OWL SOFT TOY,0
14338,588.22,2,294.11,GREEN METAL BOX ARMY SUPPLIES,0
14339,309.52,1,309.52,3 STRIPEY MICE FELTCRAFT,0
14340,134.7,1,134.7,HEART IVORY TRELLIS LARGE,0
14341,2182.28,8,272.785,JUMBO BAG RED RETROSPOT,0
14342,668.5600000000001,4,167.14000000000001,ASSORTED COLOUR BIRD ORNAMENT,0
14344,867.98,8,108.4975,WHITE HANGING HEART T-LIGHT HOLDER,0
14345,108.97999999999999,1,108.97999999999999,ENGLISH ROSE HOT WATER BOTTLE,0
14346,954.58,2,477.29,ASSORTED COLOURS SILK FAN,0
14348,409.57,1,409.57,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
14349,133.5,1,133.5,CLASSIC BICYCLE CLIPS ,0
14350,282.93,1,282.93,BLUE FELT EASTER EGG BASKET,0
14351,51.0,1,51.0,LANTERN CREAM GAZEBO ,0
14352,1078.96,4,269.74,PAPER BUNTING COLOURED LACE,0
14353,90.6,1,90.6,BUTTON BOX ,0
14354,163.62,2,81.81,6 RIBBONS RUSTIC CHARM,0
14355,174.4,1,174.4,ASSORTED COLOUR MINI CASES,0
14356,701.23,2,350.615, SPACEBOY BABY GIFT SET,0
14357,225.77,1,225.77,CHRISTMAS PUDDING TRINKET POT ,0
14359,912.18,3,304.06,GREY HEART HOT WATER BOTTLE,0
14360,2128.23,4,532.0575,GREY HEART HOT WATER BOTTLE,0
14362,161.2,1,161.2,BABY MOUSE RED GINGHAM DRESS,0
14364,3696.15,8,462.01875,SPOTTY BUNTING,0
14367,9261.52,16,578.845,PARTY BUNTING,0
14368,155.0,1,155.0,AIRLINE BAG VINTAGE JET SET RED,0
14371,100.5,1,100.5,CHOCOLATE HOT WATER BOTTLE,0
14373,69.6,1,69.6,15CM CHRISTMAS GLASS BALL 20 LIGHTS,0
14375,257.68,1,257.68,HEART DECORATION RUSTIC HANGING ,0
14377,597.15,2,298.575,3 TIER SWEETHEART GARDEN SHELF,0
14379,348.1,2,174.05,WHITE HANGING HEART T-LIGHT HOLDER,0
14381,202.68,1,202.68,60 CAKE CASES VINTAGE CHRISTMAS,0
14382,658.11,1,658.11,CALENDAR PAPER CUT DESIGN,0
14383,1262.69,3,420.8966666666667,ASSORTED COLOUR BIRD ORNAMENT,0
14385,202.11,3,67.37,JUMBO BAG 50'S CHRISTMAS ,0
14386,142.4,1,142.4,DOORMAT AIRMAIL ,0
14387,1759.3600000000001,3,586.4533333333334,HAND WARMER RED LOVE HEART,0
14388,3216.2,8,402.025,JUMBO STORAGE BAG SUKI,0
14389,1043.46,2,521.73,CHARLOTTE BAG APPLES DESIGN,0
14390,4637.59,9,515.2877777777778,JUMBO BAG RED RETROSPOT,0
14393,67.95,1,67.95,PAPER LANTERN 5 POINT STAR MOON 30,0
14395,3507.71,9,389.74555555555554,WOOD 2 DRAWER CABINET WHITE FINISH,0
14396,487.99,2,243.995,GLITTER BUTTERFLY CLIPS,0
14397,2581.2799999999997,19,135.85684210526315,VICTORIAN GLASS HANGING T-LIGHT,0
14400,574.7,1,574.7,FRENCH BLUE METAL DOOR SIGN 0,0
14401,4034.32,13,310.3323076923077,MOODY BOY  DOOR HANGER ,0
14403,1472.45,4,368.1125,WOODEN CROQUET GARDEN SET,0
14404,1484.73,6,247.455,LUNCH BAG  BLACK SKULL.,0
14406,156.75,1,156.75,GLASS CLOCHE SMALL,0
14407,2117.13,6,352.855,12 PENCILS TALL TUBE POSY,0
14408,2606.53,7,372.3614285714286,HAND OVER THE CHOCOLATE   SIGN ,0
14409,2000.74,6,333.45666666666665,JUMBO BAG RED RETROSPOT,0
14410,1105.07,9,122.78555555555555,FELT EGG COSY WHITE RABBIT ,0
14411,1063.0,1,1063.0,3 TIER CAKE TIN GREEN AND CREAM,2
14412,785.03,2,392.515,10 COLOUR SPACEBOY PEN,0
14413,122.7,1,122.7,PLASTERS IN TIN VINTAGE PAISLEY ,0
14414,1488.66,7,212.6657142857143,12 PENCILS TALL TUBE POSY,0
14415,5900.28,13,453.86769230769227,JUMBO SHOPPER VINTAGE RED PAISLEY,0
14416,454.42,2,227.21,RABBIT NIGHT LIGHT,0
14418,1924.54,3,641.5133333333333,POLKADOT RAIN HAT ,0
14419,1058.06,6,176.34333333333333,ALARM CLOCK BAKELIKE CHOCOLATE,0
14420,387.52,1,387.52, DOLLY GIRL BEAKER,0
14421,813.11,2,406.555,PARTY BUNTING,0
14422,4265.32,6,710.8866666666667,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
14423,265.2,1,265.2,CANDLEHOLDER PINK HANGING HEART,0
